,phonetics_id,names,phonetics
4775,9666,myboto,mee-BOH-too
4776,7808,bouchard,boo-SHAHR(d)
4777,5019,amarsingh,ah-mahr-SIHNG
4778,19258,kostaki,koh-STAH-kee
4779,3489,roindefo, royn-DAYF
4780,22178,przemys?aw ,psheh-mih-swahf
4781,19839,maahir,MAH-heer
4782,11820,chashmeet,chash-meet
4783,18224,jahongir ,jah-hawn-geer
4784,14860,chihiro,chee-hee-roh
4785,17407,harsimran,Hahr-sim-rahn
4786,14153,barsha,Baa-r-shaa
4787,5638,uday,aw-DAY
4788,17399,harsharan,Hahr-shah-rahn
4789,1923,hurtado, oor-TAH-doh
4790,926,belaid, beh-lah-EED
4791,17254,haew,haew
4792,2498,lindor, LIHN-door
4793,11610,presly,prez-lee
4794,26000,zuhra ,zoo-hrah
4795,23894,suleekha,soo-LEEK-hah
4796,9766,noda,NOH-dah
4797,17868,ilhaam,eel-HAHM
4798,6113,simba,SEEM-bah
4799,8109,dias,DEE-AHSS
4800,5283,claude,KLOHD
4801,6597,ericq,eh-REEK
4802,18323,jaser,JAH-ser
4803,21406,océane,Oh-seh-ahn
4804,7567,azad,ah-ZAHD
4805,21639,opas,oh-PAHS
4806,14942,christou,khree-STOO
4807,18098,ismael,ees-mah-ehl
4808,25174,wanjiku,wahn-JEE-koo
4809,17968,intan,EEN-tahn
4810,24332,theodosis,theh-oh-DOH-sees
4811,19306,kuzey,koo-zehy
4812,17318,hamza,HAM-zah
4813,3772,shamshur, SHAHM-shoor
4814,8143,dlamini,dlah-MEE-nee
4815,18382,jázmin,yahz-meen
4816,5665,daniel,DAN-yehl
4817,24941,vibha,Veeb-haa
4818,10703,taseer,TAH-SEER
4819,15668,edvard,ED-vard
4820,3787,sheetrit, SHEET-reet
4821,16915,ghazala,Ghah-zah-lah
4822,22893,saachi,Sah-chee
4823,14594,camila,kah-MEE-lah
4824,5754,ghassan,gah-SAN
4825,4775,wladyslaw,vwah-DEE-swahf
4826,3870,snegur, SNEH-gehr
4827,22820,ruairi ,roo-ar-ee
4828,22571,reetta,REET-tah
4829,418,south,ah-SEHT-ee-ah
4830,25228,wendy,wehn-dee
4831,23398,shams ,shahms
4832,14803,chebet,CHEH-beht
4833,1054,bouterse, BOW-tehr-seh
4834,2222,khanamov, kah-NAH-mawf
4835,16059,eryu,Uhr-Yoo
4836,9274,lupu,LOO-poo
4837,25357,xenos,ZEH-nos
4838,16191,eyasu,eh-yah-soo
4839,3453,remengesau, reh-mehn-geh-SOW
4840,17398,harshaan,Hahr-shahn
4841,19006,kelechi,Keh-leh-chee
4842,6929,shahbaz,SHAH-BAHZ
4843,22117,piwen,Pee-Wun
4844,11862,rory,roar-ee
4845,25605,yevseyevich,yehv-SEH-yeh-vich
4846,19253,kosisochukwu,Koh-see-soh-choo-kwoo
4847,20699,mussie,moo-see
4848,4227,villaraigosa, vee-yahr-eye-GOH-sah
4849,1972,isayev, ihs-EYE-ehf
4850,15157,dalbir,Dahl-beer
4851,21904,páraic ,paw-rig
4852,8228,eliasson,EH-lee-ah-suhn
4853,14623,caoimhe ,kee-va
4855,17753,icaro,EE-kah-roh
4856,9171,laksono,lahk-SAW-noh
4857,19649,liliána,lee-lee-ah-nah
4858,3279,pilip, PIH-lihp
4859,400,shas,SHAH-ss
4860,20943,navjot,Nahv-joht
4861,12091,abhineet,ah-BEE-neet
4862,726,arbour, AHR-boor
4863,16122,esther,Ehs-tehr
4864,15690,efimovna,EH-feem-ohv-nah
4865,16505,filippo,fee-leep-poh
4866,3313,pohamba, poh-HAHM-bah
4867,5898,fumio,foo-MEE-oh
4868,16727,gaganpreet,Gah-gahn-preet
4869,12492,kermanshah,KAIR-mahn-SHAH
4870,15443,dietmar,dee-eet-mahr
4871,14957,chuluun,choo-loon
4872,25203,waziri,wah-zee-ree
4873,17164,güne?,goo-nehsh
4874,9172,laliashvili,lah-lee-AHSH-VEE-lee
4875,23110,sang,sahng
4876,10644,sutyagin,soo-TYAH-ghihn
4877,16475,fiachra ,fee-uh-kra
4878,5171,seydou,SAY-doo
4879,25532,yasmin,YAZ-meen
4880,24610,udomporn,oo-DAWM-pawn
4881,15175,dalvinder,Dahl-vin-dehr
4882,21024,nemani,neh-mah-nee
4883,1802,haider, H-EYE-DAHR
4884,24854,vasileiadou,vah-see-LEH-ah-doo
4885,1944,iguaran, ee-gwah-RAN
4886,20042,manee,mah-NEE
4887,6592,filippos,FEE-lee-pohss
4888,7219,kurt,KOORT
4889,18150,ivete,ee-VEH-tchee
4890,24964,viena,VEE-nah
4891,10469,shehu,SHEH-hoo
4892,947,berezovsky, beh-reh-ZAWF-skee
4893,14903,chitalu ,chee-tah-loo
4894,26002,zuhuur,zoo-HOOR
4895,17088,grigoriadou,gree-goh-ree-AH-doo
4896,22250,qiuling,Chee-oo-Leeng
4897,1810,halili, hah-LEE-lee
4898,10358,say,S-EYE
4899,18378,jazilah,jah-zee-lah
4900,8725,ivashov,ee-vah-SHAWF
4901,7336,abizaid,AB-ih-zayd
4902,6057,hedayat,heh-daah-YAHT
4903,2886,mousa, MOO-sah
4904,25261,wilma,VIL-mah
4905,11586,sydney,sid-nee
4906,4348,yusgiantoro, yoos-ghee-ahn-TOH-roh
4907,24466,travon,TRAY-von
4908,17437,hatem,HAH-tehm
4909,1856,hausner, HOWS-nehr
4910,19161,kiratveer,Kee-raht-veer
4911,4372,zatlers, ZAHT-lehrs
4912,15248,daoze,Dow-Zuh
4913,3926,stevens, STEE-vehns
4914,8378,gantz,GAHNTZ
4915,16642,franklin ,frahngk-leen
4916,5270,sami,SAM-ee
4917,24781,vaidehi,Vai-dee-hee
4918,11580,goniamalimage,Goh-nee-ah-mal-im-aj
4919,2578,magnitsky, mahg-NEET-skee
4920,9801,obeidi,oh-bih-EE-dee
4921,4321,yavlinsky, yahv-LEEN-skee
4922,13981,aylin,eye-leen
4923,18244,jalal,JA-lal
4924,15980,engda,ehng-dah
4925,25916,zhenbang,Juhn-Bahng
4926,2025,jarraud, ZHAH-roh
4927,9266,lukovic,LOO-koh-vihch
4928,750,asfourah, ahs-FOOR-ah
4929,3917,stanisic, STAH-nee-sheech
4930,3856,sitaula, sih-TAW-lah
4931,22089,pihla,PEE-lah
4932,12332,muhammed,moo-HAH-med
4933,8173,dudayev,doo-DAH-yehf
4934,8013,contreras,kohn-TRAY-rehs
4935,23674,simone,see-MOH-nee
4936,2104,kalejs, KAH-lays
4937,13974,ayele,ah-yeh-leh
4938,20008,maleli,mah-leh-lee
4939,8607,helene,ee-LAY-neh
4940,20158,maria,Mah-REE-yah
4941,22189,putra,POOT-rah
4942,1015,bogdanov, bohg-DAH-nawv
4943,22235,qiaoyan,Chee-ow-Yahn
4944,7743,bimantoro,bee-mahn-TOH-roh
4945,18167,izham,iz-hahm
4946,21404,oceane,Oh-say-ahn
4947,6000,oleksandr,oh-lehk-SAN-dehr
4948,23700,sini,SEE-nee
4949,25718,yuliarti,YOO-lee-AHR-tee
4950,6231,natasha,nah-TAH-shah
4951,5504,kodir,kohd-AIR
4952,20595,mordechai,mawr-dee-KHAI
4953,2591,maitiq, mah-ee-TEEK
4954,20341,meaza,meh-ah-zah
4955,7356,adenauer,AH-dehn-hour
4956,20858,nara,NAH-rah
4957,19201,kleber,KLEH-ber
4958,2050,jocic, YOHT-seech
4959,6209,arevalo,ah-REE-vah-loh
4960,14910,chizaram,Chee-zah-rahm
4961,22623,reuven,ray-OO-ven
4962,15361,demián,deh-mee-ahn
4963,12872,aadrika,Ah-dree-kah
4964,8688,ilyasov,eel-YAH-sawf
4965,20716,muumin,MOO-meen
4966,15008,clara ,klah-rah
4967,13854,asefa,ahs-seh-fah
4968,11718,sara,SAIR-uh
4969,7112,anton,ahn-TAWN
4970,4639,francis,FRAN-sihss
4971,20750,myrsini,meer-SEE-nee
4972,19995,malachi,MAL-uh-kai
4973,21483,olabisi,Oh-lah-bee-see
4974,15055,congming,Tsong-Meeng
4975,6696,bertrand,BEHR-trahnd
4976,12479,keong,KEE-ohng
4977,25153,waltraud,vahl-trowt
4978,6811,aloyzas,ah-loh-EE-sahs
4979,23119,sanjay,Sahn-jay
4980,3522,ruiz, roo-EES
4981,7501,arhar,AHR-hahr
4982,649,alatas, ah-LAH-tahs
4983,9312,mahsouli,mah-soo-LEE
4984,25078,vuorela,VOO-reh-lah
4985,16140,eunae,Eun-eh
4986,407,shinuiju,shihn-OO-ee-joo
4987,13424,alim,AH-leem
4988,5480,deve,dehv
4989,6733,vincent,van-SAHN
4990,25581,yeobin,Yuh-been
4991,24960,vida,Vee-dah
4992,11316,neeraj,nee-raj
4993,13609,andreadis,ahn-dreh-AH-dees
4994,10009,pocar,poh-KAHR
4995,7706,berdymukhamedov,b-air-day-moo-kah-MEH-dawf
4996,5226,reginald,REH-jih-nuhld
4997,25996,zuhayb,ZOO-hayb
4998,572,ademi, ah-DEH-mee
4999,11535,ryan,Ry-an
5000,21987,pavitra,Puh-vee-truh
5001,8287,fattouh,fah-TOO-ah
5002,6449,yoshihiko,yoh-SHEE-hee-koh
5003,13325,alamin,ah-LAH-min
5004,9419,mazowiecki,mah-zoh-vee-EHT-skee
5005,1088,buha, BOO-hah
5006,3574,saeedi, sah-ee-DEE
5007,25556,ydun,EE-dun
5008,10699,tarifi,tah-REE-fee
5009,12135,hara,Hah-rah
5010,9852,ortega,ohr-TAY-gah
5011,25774,yvonne,Ee-von
5012,22641,riddhima,Ridd-hee-mah
5013,18314,jargalsaikhan,jahr-gahl-sai-khahn
5014,13232,aida,ah-ee-dah
5015,5110,nexhat,neh-JAHT
5016,25857,zascha,ZAH-shah
5017,8337,frei,FRAY
5018,12861,lopes, LAWP-SH
5019,5487,james,JAYMZ
5020,13440,almaz,ahl-mahz
5021,8335,frechette,freh-SHEHT
5022,20897,nasteexo,nas-TEEK-sho
5023,2531,ludin, loo-DEEN
5024,9895,pampuro,pahm-POO-roh
5025,8998,klaus,KL-OW-SS
5026,10594,stanishev,stan-EE-shehv
5027,9162,lagos,LAH-gohs
5028,7668,batlle,BAH-shay
5029,6582,otto,AH-toh
5030,14279,benjamin,ben-yah-meen
5031,17053,grádaigh ,grah-dee
5032,7845,buckovski,BOOCH-KAWF-SKEE
5033,13446,alon,ah-LOHN
5034,14756,chaltu,chahl-too
5035,442,tamazight,TAH-meh-z-eye-t
5036,23726,sitali ,see-tah-lee
5037,3801,shinseki, shehn-SEH-kee
5038,6514,hameed,HAH-MEED
5039,22951,sadio,sah-dee-oh
5040,17201,gustav,GOOS-tav
5041,10624,subianto,soo-bee-AHN-toh
5042,19654,limin,Lee-Meen
5043,3108,ogi, OH-ghee
5044,10727,thabane,tah-BAH-nay
5045,11067,zizic,ZHEE-zhihch
5046,13605,andrea,ahn-dreh-ah
5047,16899,ghalia,gha-LEE-ah
5048,10425,sfeir,S-FAY-R
5049,7863,bussereau,BOO-seh-roh
5050,5833,garry,G-AIR-ree
5051,4658,aslambek,ahs-lahm-BEHK
5052,3037,nidal, nee-DAHL
5053,11994,pamela,pa-muh-luh
5054,23607,sichilima ,see-chee-lee-mah
5055,12315,marjorie,mar-jor-ee
5056,7561,ayalon,eye-ah-LOHN
5057,14753,chalachew,chah-lah-cheh-oo
5058,2905,mueller, MUH-lehr
5059,23529,shewit,sheh-weeht
5060,1714,gligorov, glee-GOH-rawf
5061,9080,kovacevic,koh-VAH-cheh-vihch
5062,17547,herminda,ehr-meen-dah
5063,15103,daeyeon,Dae-yuhn
5064,2708,mclaughlin, mihk-LAHF-lihn
5065,23527,shevaughn,she-VAWN
5066,10766,toongue,toon-GHEE
5067,18015,irini,ee-REE-nee
5068,17637,huanming,Hwahn-Meeng
5069,20630,muirne ,meer-neh
5070,10797,tsvangirai,CHAHN-gihr-EYE
5071,23750,sofía,soh-fee-ah
5072,7714,bernanke,behr-NAN-kee
5073,10938,wallenberg,VAL-ehn-behr
5074,12918,aashka,Aa-shka
5075,1978,ismail, IHS-M-EYE-LL
5076,13741,aoibhinn ,ee-vin
5077,2952,muzadi, moo-ZAH-dee
5078,13174,afework,ah-feh-work
5079,12154,basil,BAY-sil
5080,8957,khasbulatov,kahs-boo-LAH-tawf
5081,7369,agapi,ah-GAH-pee
5082,13772,ariadni,ah-ree-AHD-nee
5083,12380,gora,GOO-reh
5084,10746,timofte,tih-MAWF-teh
5085,15413,dheeraj,Dhee-ruhj
5086,16671,fumnanya,Foom-nahn-yah
5087,8611,hemeti,heh-MEH-tee
5088,20352,megumi,meh-goo-mee
5089,13938,aviva,ah-VEE-vah
5090,18146,ivanovich,ee-VAH-noh-vich
5091,2560,maccido, mah-CHEE-doh
5092,11722,rhonda,RAHN-duh
5093,5014,eugenia,yoo-JEEN-ee-ah
5094,10811,turk,TOORK
5095,11787,jeffrey,jeff-ree
5096,21791,oyuntsetseg,oy-oon-tseht-sehg
5097,8632,holbrooke,HOHL-brook
5098,6464,simeon,SIH-mee-ohn
5099,10690,tannenbaum,TAN-ehn-baum
5100,25601,yetunde,Yeh-toon-deh
5101,11215,jagdeesh,Jag-deesh
5102,19758,lucia,loo-see-ah
5103,18227,jailson,ZHA-ee-sohn
5104,6623,gunter,GOON-tehr
5105,17411,hartmut,hahrt-moot
5106,17975,inyene,Ee-nyeh-neh
5107,21016,nella,NEL-lah
5108,23186,sattar,Sah-tahr
5109,1963,inoyatova, ih-noh-YAH-toh-vah
5110,22644,rie,REE-eh
5111,2078,kabir, kah-BEER
5112,24170,tariq,Ta-reek
5113,14022,aziza,Ah-zee-zah
5114,8105,dhorbenadze,johr-beh-NAHD-zeh
5115,18775,kalogeropoulou,kah-loh-geh-roh-POO-loo
5116,17030,goravee,goh-rah-vee
5117,8798,judeh,ZHOO-deh
5118,1290,dadonov, dah-DAW-nawf
5119,14922,christian,kris-chuhn
5120,10924,vujanovic,voo-YAH-noh-vihch
5121,18024,irwan,eer-wahn
5122,11118,anureet,A-nu-reet
5123,3198,pandurevic, pahn-DOO-reh-vihch
5124,22629,riad,REE-ad
5125,2969,nadingar, nad-ihn-GEHR
5126,1975,ishiba, ih-SHEE-bah
5127,25300,wuxin,Woo-Sheen
5128,15533,domingo,doh-meen-goh
5129,18721,kaede,kah-eh-deh
5130,15739,eimantas,ay-man-tahs
5131,15718,egziabher,ehg-zee-ahb-hehr
5132,5103,istavan,his-tah-VAHN
5133,20537,miti ,mee-tee
5134,15131,daina,DAY-nah
5135,24527,tuominen,TOH-mee-nen
5136,2321,koptev, KAWPT-yehf
5137,25646,yolanda,yo-LAN-dah
5138,17936,inés,ee-nehss
5139,12650,nouredeen  ,noor-eh-DEEN
5140,19346,laila,Lay-lah
5141,14659,carmelo,kahr-meh-loh
5142,3149,oshima, OH-shee-mah
5143,2494,lim, LEEM
5144,11574,oshin,Oh-shin
5145,6256,aichatou,h-eye-shah-TOO
5146,15083,cuiying,Tswee-Ying
5147,25482,yanuar,YAH-noo-ahr
5148,24846,varsha,Var-shuh
5149,8159,draghi,DRAHG-ee
5150,24235,tejbir,Tehj-bir
5151,5373,leopoldo,lay-oh-POHL-doh
5152,18989,kaya,kah-yah
5153,16355,farrukh ,fahr-rookh
5154,17697,hyerin,Hyeh-reen
5155,9213,lexa,LEHK-sah
5156,14555,bwalya ,bwah-lyah
5157,23480,shashi,Shah-shee
5158,16730,galal,gah-LAHL
5159,16304,fanghui,Fahng-Hway
5160,858,balsys, bahl-SEES
5161,16880,gertrud,gehr-troot
5162,25808,zainab,Zah-ee-nahb
5163,11237,jatin,Ja-tin
5164,21396,obianuju,Oh-bee-ah-noo-joo
5165,6112,abdullah,ahb-duh-LAH
5166,21467,ojas,Oh-juhs
5167,22557,razali,rah-zah-lee
5168,23897,suliasi,soo-lee-ah-see
5169,24813,valeria,vah-leh-ryah
5170,13622,andrianjaka,ahn-dree-ahn-jah-kah
5171,13305,akinyi,ah-KEE-nee
5172,3119,okah, OH-kah
5173,25412,xubin,HOO-bin
5174,21825,päivikki,PY-vik-kee
5175,1132,carbone, kahr-BOH-nee
5176,21052,ngoma,NGOH-mah
5177,9730,nemtsov,nehmt-SAWF
5178,2120,kamilov, kah-MEE-lawf
5179,6653,lyudmila,lood-MEE-lah
5180,4677,muzafar,moo-zah-FAHR
5181,7444,alogoskoufis,ah-loh-gohs-KOO-fees
5182,17874,ilias,EE-lee-as
5183,7215,abdoulaye,ahb-dool-EYE-eh
5184,12730,kwong-keung,KWAHNG-KEHRNG
5185,7890,caputo,kah-POO-toh
5186,11782,jermaine,jer-mayn
5187,25756,yuuki,yoo-oo-kee
5188,15660,edoardo,eh-doh-ahr-doh
5189,21854,pankaj,Puhn-kuhj
5190,24097,tanay,Tuh-nay
5191,9383,martinelli,mahr-tih-NEH-lee
5192,21808,padmini,Pahd-mee-nee
5193,20051,manisha,Ma-nee-shaa
5194,11708,devon,DEV-un
5195,23159,sarhan,SAR-hahn
5196,19549,lennart,LEN-nart
5197,1725,gogoi, goh-goh-EE
5198,22092,pijus,PEE-yuus
5199,9803,obote,oh-BOH-tay
5200,25883,zelda,ZEL-dah
5201,20982,ndiema,ndee-EH-mah
5202,8875,karastolis,kah-rah-STOH-lees
5203,22266,quamchun,kwahm-CHUHN
5204,22962,saffiyah,saf-ee-yah
5205,13225,ahram,Ah-rahm
5206,14024,aziza ,ah-zee-zah
5207,9885,paisley,PAYZ-lee
5208,16498,filip ,fee-leep
5209,4696,golam,goh-LAHM
5210,7541,athor,ah-TOOR
5211,11780,marley,mar-lee
5212,18967,katrine,kah-TREEN-eh
5213,13149,adrianna ,ah-dryahn-nah
5214,13231,aibhlinn ,ave-leen
5215,7135,donald,DAH-nahld
5216,1771,guimaraes, ghee-mahr-EYES
5217,3560,saberi, sah-BEH-ree
5218,22059,petteri,PET-teh-ree
5219,25062,volker,fohlk-er
5220,9933,patel,pah-TEHL
5221,24310,thekla,THEH-klah
5222,16677,furqat ,foor-kaht
5223,23294,seraphin,Say-rah-feen
5224,7364,afsahi,ahf-sah-HEE
5225,19165,kirill,KYEER-eel
5226,10890,vershbow,V-ERR-SH-bow
5227,14917,chongo ,chohn-goh
5228,13568,anagnostopoulos,ah-nahg-noh-STOH-poo-lohs
5229,21271,noémi,no-eh-mee
5230,7183,gaddi,GAD-ee
5231,18077,ishrat,Eesh-raht
5232,3718,sekhar, SHAY-kehr
5233,11514,satar,SAY-tar
5234,23495,shawky,SHAW-kee
5235,9117,kukes,KOO-kehs
5236,12072,callie,KAL-ee
5237,3617,salsinha, sal-SEEN-ah
5238,22209,qalanjo,kah-LAHN-joh
5239,5876,nurmukhamed,noor-moo-kah-MEHD
5240,10461,shatalov,shah-TAH-lawf
5241,8095,derwish,dehr-WIHSH
5242,11029,zainal,z-eye-NAHL
5243,13417,alicia,ah-lee-see-ah
5244,1863,hebrang, HEH-brahng
5245,10268,safronov,sah-FRAWN-awf
5246,22229,qiangwei,Chee-ahng-Way
5247,20532,mishal,mee-SHAHL
5248,2090,kadriu, KAHD-REE-OO
5249,19977,majid,MA-jid
5250,8982,kinakh,KEE-nawkh
5251,10258,sadder,SAH-drr
5252,8152,domenici,doh-MEHN-ih-chee
5253,3737,serpa, S-AIR-pah
5254,5214,ruth,ROOT
5255,11911,giselle,ji-ZEL
5256,12957,abdirahim,ahb-dee-rah-HEEM
5257,399,sharia,shah-REE-eh
5258,25361,xian,shee-AHN
5259,9131,kurczuk,KOOR-chook
5260,20225,márton,maar-tohn
5261,1624,gambari, GAHM-bah-ree
5262,18705,kaafiyo,kah-FEE-yoh
5263,18954,kathrin,kah-treen
5264,6239,alexander,al-ehk-SAHN-dehr
5265,8742,jahanbegloo,jah-hahn-behg-LOO
5266,14923,christian,Kree-stee-ahn
5267,6743,snyder,SN-EYE-dehr
5268,7326,abdul-khaliq,AHB-dool-KAH-lihk
5269,10331,sarinic,SHAHR-ih-neech
5270,24835,vangelis,vahn-GEH-lees
5271,4050,tevoedjre, teh-voh-JEER-a
5272,3301,platek, PWAH-tehk
5273,4823,fatou,fah-TOO
5274,21795,özge,oz-geh
5275,20816,najib,NAH-jeed
5276,808,azubalis, ah-ZOO-bah-lihs
5277,17017,göksel,gohk-sel
5278,22339,rados?aw ,rah-doh-swaf
5279,7304,patricio,pah-TREE-syoh
5280,13924,ausra,OWS-rah
5281,3785,shcharansky, sheh-RAHN-skee
5282,18808,kamran,KAHM-ran
5283,10085,radic,RAH-dihch
5284,2519,loshchinin, law-SHEE-nihn
5285,21224,nkemjika,Nkeh-mjee-kah
5286,5215,janez,YAH-nehz
5287,3868,smith, SMIH-TH
5288,16206,ezra,EHZ-rah
5289,10102,rajaonarimampianina,rah-zhow-nah-ree-mahm-pee-AHN
5290,4768,qassam,kah-SAHM
5291,23683,simrandeep,Sim-rahn-deep
5292,1368,diouf, D-YOO-F
5293,3418,ramdial, RAM-dee-ahl
5294,19776,?ucja ,woo-chyah
5295,19122,killian,kee-lee-ahn
5296,11347,pushpinder,push-pin-der
5297,24558,tyrese,TY-rees
5298,19086,khulanbaatar,khoo-lahn-baah-tahr
5299,6315,munzir,moon-ZEER
5300,8408,gemba,GHEHM-bah
5301,19818,lusiana,loo-see-ah-nah
5302,8194,dzasokhov,zah-SOH-kawf
5303,10171,rivlin,RIHV-lihn
5304,11246,kamalpreet,Ka-mal-preet
5305,2667,marzouki, mahr-ZOO-kee
5306,12728,laden,LAH-dehn
5307,21499,olaya,oh-lah-yah
5308,19398,lamidi,La-mee-dee
5309,1070,brennan, BREH-nahn
5310,6938,gani,gah-NEE
5311,4531,ruslan,roos-LAHN
5312,10492,shraidi,SH-RAY-dee
5313,18673,jungkook,Joong-kook
5314,4699,rustam,roos-TAHM
5315,9090,krasts,KRAHSTS
5316,16335,farhod ,fahr-hohd
5317,9021,kohout,KOH-hoht
5318,16181,evgenevich,yev-geh-NEH-vich
5319,5070,glafcos,GLAHF-kohs
5320,2581,maharaj, mah-hah-RAHJ
5321,17593,hiro,hee-roh
5322,24804,valentina ,vah-len-tee-nah
5323,10532,sircar,SHAHR-kahr
5324,18865,karapanou,kah-rah-PAH-noo
5325,21839,panagiota,pah-nah-YOH-tah
5326,7433,alibux,ah-lee-BUHKS
5327,1756,grizold, GREE-zohld
5328,8092,derchak,DEHR-chahk
5329,5899,peter,PAY-tehr
5330,13070,adel,ah-DEL
5331,10770,toptan,tohp-TAHN
5332,22095,pilvi,PIL-vee
5333,3169,ozal, err-ZAHL
5334,18486,jirawat,jee-rah-WAHT
5335,14884,chinwe,Cheen-weh
5336,6833,cornelio,kohr-NEE-lee-oh
5337,21516,oliver,O-lee-ver
5338,10141,redouane,rehd-WAHN
5339,2977,nakatani, nah-kah-TAH-nee
5340,23364,shahlo ,shah-loh
5341,14267,benedetta,beh-neh-deht-tah
5342,10720,terreblanche,TEH-reh-blahn-ch
5343,2614,mamedov, mah-MYEHD-awf
5344,15447,dikeledi,dee-keh-leh-dee
5345,9047,konstantinovic,kohn-stahn-TIH-noh-vihch
5346,3075,ntuyahaga, nn-too-yah-HAH-gah
5347,18500,jiya,Jee-yah
5348,7922,chaika,CH-EYE-kah
5349,20259,mathilde,mah-TEEL-deh
5350,23574,shola,Shoh-lah
5351,2589,mai, M-EYE
5352,1965,insanov, ihn-SAH-nawf
5353,15194,damien,Da-mee-ehn
5354,2038,jelincic, yeh-LEEN-chihch
5355,16044,erna,ehr-nah
5356,2602,maksoud, mahk-SOOD
5357,6801,sodyq,saw-DIHK
5358,12202,braiden,BRAYD-en
5359,242,lefortovo,leh-FAWR-teh-veh
5360,21810,padraig ,paw-drig
5361,9046,kono,KOH-noh
5362,6095,djedje,JAY-JAY
5363,1894,hollande, oh-LAHN-(deh)
5364,4757,hugo,OO-goh
5365,6883,ludwig,LOOD-wihg
5366,5556,kamala,COM-uh-la
5367,12418,sina,SEE-nah
5368,8542,hadzipasic,hah-jih-PAH-shihch
5369,23906,suna,Soo-nah
5370,20202,maritza,mah-reetz-ah
5371,21400,obsa,OB-sah
5372,24467,travonte,truh-VON-tay
5373,2598,makenga, mah-KEHN-gah
5374,456,tous,TOO-S
5375,2517,longuet, LAWNG-ih
5376,25222,wenbo,Wun-Boh
5377,10407,sener,SHEH-nehr
5378,12169,alexandra,Al-ig-zan-druh
5379,19138,kinyua,keen-YOO-ah
5380,3620,samakuva, sah-mah-KOO-vah
5381,1835,haque, HAHK
5382,13376,alessandra,ah-lehs-sahn-drah
5383,12196,kerri,KER-ee
5384,24407,timo,tee-moh
5385,10061,qaderi,KAH-deh-ree
5386,15746,eimhear ,ev-er
5387,25442,yadwinder,Yahd-win-dehr
5388,969,biden, B-EYE-dehn
5389,9870,ovelar,oh-vee-LAHR
5390,2561,macedo, mah-SAY-doh
5391,7660,bassiouny,b-ass-ee-OO-nee
5392,7664,basu,bah-SOO
5393,18826,kanishk,Kuh-neeshk
5394,9379,marovic,MAHR-oh-vihch
5395,22107,piotr ,pyohtr
5396,17480,heesoo,Hee-soo
5397,12387,javier,HAHV-EE-AIR
5398,14519,brisa,BREE-sah
5399,17405,harshvir,Hahrsh-veer
5400,2654,marois, mahr-WAH
5401,15550,donnacha ,dun-ukh-uh
5402,12270,deepak,dee-pak
5403,23030,salmela,SAL-meh-lah
5404,3688,schiavo, SH-EYE-voh
5405,9948,pequeno,pih-KAY-noh
5406,11119,arashdeep,A-rash-deep
5407,13522,amgalantuya,ahm-gah-lahn-too-yah
5408,12435,bazee,bah-ZEE
5409,18465,jina,Jee-nah
5410,20790,nadra,NAH-drah
5411,13745,apeksha,Aa-pek-sha
5412,13330,alarich,ah-lah-rikh
5413,21063,niall ,nyal
5414,25083,vuyisile,voo-yee-see-leh
5415,14989,ciaraíoch ,keer-ee-ukh
5416,9300,maduna,muh-DOO-nuh
5417,752,asgrimsson, AHS-greem-suhn
5418,14100,balbir,Bahl-beer
5419,15947,emiliano,eh-mee-lyah-noh
5420,18032,isabel,ee-sah-bel
5421,541,abeygoonesekera,ah-BAY-goo-neh-SAY-keh-reh
5422,42,birendra,bee-REHN-drah
5423,412,skopje,SKAW-pee-yeh
5424,11097,ajayveer,Ah-jay-veer
5425,23344,shabnam,Shahb-nahm
5426,6783,mohammad,moh-HAH-mahd
5427,13131,adnan,ad-NAHN
5428,19236,konstantinou,kon-stahn-TEE-noo
5429,7389,aideed,eye-DEED
5430,279,medan,may-DAHN
5431,8544,haider,H-EYE-drr
5432,14748,chaitanya,Chai-tuhn-yah
5433,9495,mikati,mee-KAH-tee
5434,22570,reena,Ree-nuh
5435,16944,gil,gihl
5436,8483,gosheh,GOH-sheh
5437,11526,ghufran,Goo-frahn
5438,11632,jain,Jayn
5439,13834,arun,ah-ROON
5440,25742,yusra,Yooz-rah
5441,19318,kyprianou,kip-ree-AH-noo
5442,16509,filomena,fee-loh-MEH-nah
5443,2658,marsicanin, mahr-SHEE-chah-neen
5444,6913,masoumeh,mah-soo-MEH
5445,19819,lutalo,loo-TAH-loh
5446,22606,renata,reh-nah-tah
5447,6001,boris,baw-REESS
5448,25517,yashika,Yash-ee-ka
5449,24632,ujjal,Oo-jahl
5450,23629,sigrid,SEE-grid
5451,5230,keneshbek,kehn-ehsh-B-YEHK
5452,6383,sokol,saw-KAWL
5453,24939,vibeke,VEE-beh-keh
5454,15866,elise,eh-lees
5455,20546,moataz,moh-AH-tahz
5456,1338,derchak, DEHR-chahk
5457,16391,fatuma,fah-too-mah
5458,3419,ramezani, rah-meh-zaw-NEE
5459,17845,ikraan,eek-RAHN
5460,9994,piskinsut,pihsh-KIHN-soot
5461,13511,amgalanbaatar,ahm-gah-lahn-baht-tahr
5462,10356,sawalha,sah-WAHL-hah
5463,7710,berger,behr-ZHAY
5464,2801,milo, MEE-loh
5465,16952,gine,GEE-neh
5466,316,nis,NEESH
5467,15298,dávid,daa-veed
5468,10178,rodrigues,rohd-REE-gehss
