,phonetics_id,names,phonetics
9875,4950,predrag,PREH-drahg
9876,24425,tinsae,teen-sah-eh
9877,1613,gaiciuc, G-EYE-chook
9878,15094,daahir,DAH-heer
9879,2278,knezevic, kuh-NAY-zuh-vihch
9880,18725,kagechu,kah-geh-choo
9881,5000,winston,WIHN-stuhn
9882,7558,awaluddin,ah-wah-LOO-dihn
9883,4270,wapakabulo, wah-pah-kah-BOO-loh
9884,22101,pingan,Peeng-Ahn
9885,16144,eunhee,Ehn-hee
9886,8348,fuster,FOOSH-tehr
9887,2474,lenart, LEHN-ahrt
9888,3491,rojas, ROH-hahs
9889,11800,rushikesh,roo-shee-kesh
9890,5941,radoje,RAHD-oh-yuh
9891,2452,larijani, lah-rih-jah-NEE
9892,2557,mabruk, mah-BROOK
9893,12537,samphan,sahm-PAHN
9894,5545,ismail,ihss-mah-EEL
9895,2015,jan, JAHN
9896,17328,hanbyeol,Hahn-byuhl
9897,9738,ngirumpaste,n-ghee-room-PAHT-say
9898,21354,nwakaego,Nwah-kah-eh-goh
9899,6353,rustem,roos-TEHM
9900,11873,gage,gayj
9901,8347,furundzija,foo-ROON-jee-ah
9902,2875,moshoeshoe, moh-SWHEH-shweh
9903,8721,ivanishvili,ee-vahn-eesh-VEE-lee
9904,5679,adel,AH-dehl
9905,17433,hassan,HAH-san
9906,22853,rungthiwa,roong-tee-wah
9907,5339,loic,loh-EEK
9908,14877,chinelo,Chee-neh-loh
9909,21368,nyambane,nyahm-BAH-neh
9910,6161,fouad,foo-AHD
9911,549,ablyazov, ahb-LYAH-zawf
9912,4127,tukhbatullin, took-BAH-too-lihn
9913,157,hassan,HAH-sahn
9915,15599,durrani,Door-rah-nee
9916,20712,muthui,moo-thoo-ee
9917,20459,miku,mee-koo
9918,9231,lissouba,lee-SOO-bah
9919,9981,pillay,pih-LAY
9920,22577,rehaan,reh-haan
9921,9414,mayombo,m-eye-YOHM-boh
9922,23524,sherwin,SHUR-win
9923,22343,raed,ray-EHD
9924,22678,ríona ,ree-un-uh
9925,9501,mikser,MIHK-sehr
9926,11178,gurvinder,Gur-vin-der
9927,14118,bamlak,bahm-lahk
9928,12311,manoj,ma-NOJ
9929,2735,mekki, MEHK-kee
9930,11117,anurag,A-nu-rag
9931,7047,endriartono,ehn-dree-ahr-TOH-noh
9932,1708,giwa, GHEE-wah
9933,5661,kakha,KAH-hah
9934,25750,yusuf,YOO-soof
9935,17518,heloisa,eh-LOY-zah
9936,23383,shakhzod ,shahkh-zohd
9937,18716,kadek,KAH-dek
9938,13573,anaïs,ah-nah-ees
9939,14414,birhanu,beehr-hah-noo
9940,21194,niumaia,nee-oo-mah-ee-ah
9941,10625,subotic,SOO-boh-tihch
9942,10496,sibal,SIH-bl
9943,11933,dhruvkumar,druv-KOO-mar
9944,2785,mikhailov, mihk-EYE-lawf
9945,23138,sapna,Sup-na
9946,23907,sunaina,Suh-nay-nuh
9947,14565,cabdiraxman,cab-dee-RAKH-mahn
9948,16913,ghazal,ghah-ZAHL
9950,14023,aziza,A-zi-za
9951,3482,roche, ROH-sh
9952,24633,ujjwal,Ooj-wuhl
9953,7559,awori,ah-WOOR-ee
9954,10045,prlic,PEHR-lihch
9955,23827,stanislav,STAH-nees-lahv
9956,15591,duniya,DOO-nee-yah
9957,22642,ridwaan,RID-wahn
9958,12709,kwankwaso,KWAHN-kwah-soh
9959,20288,mauricio,Mow-ree-syoh
9960,5630,lubomyr,loo-boh-MEER
9961,14020,aziyah,ah-zee-yah
9962,23222,sébastien,say-bahs-tyen
9963,16,argun,ahr-GOON
9964,14980,cian ,kee-un
9965,10162,rice,R-EYE-SS
9966,1902,horie, hohr-ee-EH
9967,22572,regina,reh-jee-nah
9968,16780,gastón,gahs-tohn
9969,21637,oonagh ,oo-nah
9970,10810,turi,TOOR-ee
9971,2852,molcho, MOHL-koh
9972,10414,serapio,seh-RAH-pee-oh
9973,23307,sergio ,sehr-gee-oh
9974,971,bielanski, byeh-LAHN-skee
9975,14461,bold-erdene,bohld-ehr-deh-neh
9977,5092,nebojsa,NEH-boy-shah
9978,8302,filat,fih-LAHT
9979,10577,soromou,saw-raw-MOO
9980,3531,rusmajli, roos-M-EYE-lee
9981,2503,lipponen, LIH-poh-nehn
9982,5204,resat,REH-shaht
9983,7018,costis,KOHS-tees
9984,18843,karamanou,kah-rah-MAH-noo
9985,5817,gholamhossein,goh-lahm-hoh-SAYN
9986,18593,josephine,joh-suh-feen
9987,6003,markos,MARK-ohss
9988,6249,alexei,al-ehk-SAY
9989,2105,kalfin, KAHL-fihn
9990,10516,simao,SEE-(mah-oh)
9991,14037,babalola,Bah-bah-loh-lah
9992,9883,pahor,PAH-hohr
9993,24539,tushar,Tu-shar
9994,21755,otavio,oh-TAH-vyoh
9995,17136,guled,GOO-led
9996,18372,jay,Jay
9997,25245,wiebke,VEEB-keh
9998,7500,argandepour,ahr-gahn-dee-POOR
9999,21057,ngozi,n-goh-zee
10000,4913,salim,sah-LEEM
10001,22469,randa,RAN-da
10002,13322,alaa,ah-LAA
10003,21188,nitin,Nee-tin
10004,2466,lebed, L(y)EH-behd
10005,1585,frattini, frah-TEE-nee
10006,21498,olawale,Oh-lah-wah-leh
10007,3021,nehru, NEH-roo
10008,12845,roy, WAH
10009,4952,aslanbek,ahs-lahn-B-YEHK
10010,12594,il chol,IHL-CHUHL
10011,25322,xanthopoulos,zan-THOH-poo-lohs
10012,23068,samer,SAH-muhr
10013,16678,fuyao,Foo-Yow
10014,14091,bakhtiar,Bakht-ee-ahr
10015,25619,yijun,Yee-Joon
10016,15249,daphne,DAHF-neh
10017,24396,tijani,tee-JAH-nee
10018,15424,diana,dee-AH-nah
10019,23335,severo,seh-veh-roh
10020,6400,andrew,ANN-drew
10021,13260,airida,ay-REED-ah
10022,5362,levan,leh-VAHN
10023,6143,yevhen,yehv-HEHN
10024,21815,pádraigín ,paw-drig-een
10025,11356,rajwant,raaj-want
10026,6241,sven,SVEHN
10027,10809,turhalli,toor-hah-LEE
10028,11092,abhijith,Ahb-hee-jith
10029,12641,kosovska ,KAW-sawv-skah 
10030,430,surankote,SOO-rahn-koht
10031,14013,azam ,ah-zahm
10032,732,arhar, AHR-hahr
10033,2807,milutinovic, mee-loo-TEE-noh-vihch
10034,7417,alamieyeseigha,ah-lay-mee-a-SEE-gah
10035,10234,ryan,R-EYE-uhn
10036,12386,jean-juste,ZHAH(n)-ZHOOST
10037,6436,jafar,JAH-fahr
10038,15314,dayana,dah-yah-nah
10039,11134,avtar,Av-tar
10040,3424,ramos, RAH-mohs
10041,10037,prats,PRAHTS
10042,19907,mahder,mahd-ehr
10043,22696,ritva,REET-vah
10044,17421,harveer,Hahr-veer
10045,13074,adelaide,Ah-day-lah-eed
10046,9921,paravac,PAH-rah-vahts
10047,19622,liadan ,lee-uh-dawn
10048,3229,pataki, pah-TAH-kee
10049,9823,okadigbo,oh-KAH-DEE-boh
10050,18827,kanishka,Kuh-nish-kuh
10051,22404,rainer,rayn-er
10052,15521,dmitrievich,dmyee-TREE-yev-ich
10053,23242,selen,seh-lehn
10054,5300,arnhim,AHRN-hihm
10055,16054,erwei,Uhr-Way
10056,8538,hachani,HAH-shah-nee
10057,24890,veena,Vee-nuh
10058,22785,ronke,rawn-keh
10059,18477,jinseok,Jeensuhk
10060,22426,rajinder,Rahj-in-der
10062,12527,maulvi,mawl-VEE
10063,6481,raymond,RAY-muhnd
10064,15973,endah,EN-dah
10065,135,glienicke,GLEE-nih-keh
10067,18218,jagmeet,Juhg-meet
10068,17833,ijabla,Ee-jah-blah
10069,2031,jebali, zheh-BEH-lee
10070,8267,ettalhi,eh-TAHL-hee
10071,3695,schori, shoh-REE
10072,22584,reina,reh-ee-nah
10073,6408,talbak,TAHL-bahk
10074,23469,sharae,shuh-RAY
10075,4903,pavel,PAH-vuhl
10076,10507,sik,SHIHK
10077,4943,vlado,VLAH-doh
10078,23265,senitiki,seh-nee-tee-kee
10079,17366,hardeep,Hahr-deep
10080,20146,mareta,mah-reh-tah
10081,24464,toyin,Toh-yin
10082,9841,onyia,AWN-yah
10083,14752,chakib,SHAH-keeb
10084,1479,eluay, ehl-ooh-WAY
10085,13557,amrita,Am-ri-ta
10086,19140,kipara,kee-PAH-rah
10087,7766,blix,BLIHKSS
10088,23856,stephanou,steh-FAH-noo
10089,16907,ghassan,ghas-sahn
10090,11500,oluwayemisi,oh-lu-wah-yeh-mee-see
10091,14076,bahora ,bah-hoh-rah
10092,14856,chidinma,Chee-deen-mah
10093,14516,brigitte,bree-gee-teh
10094,24523,tünde,tyoon-deh
10095,2373,krunic, KROO-neech
10096,23366,shahril,shahr-riyl
10097,13032,abukar,ah-BOO-kar
10098,6421,muharrem,moo-ah-REHM
10099,14764,changle,Chahng-Luh
10100,22653,riina,REE-nah
10101,3918,stank, STAHNK
10102,12552,htun , TOON 
10103,11684,alley,AL-ee
10104,1836,haradinaj, hah-rah-DEEN-eye
10105,6558,ramchandra,rahm-CHUHN-drah
10106,10174,robaina,roh-B-EYE-nah
10107,14644,carla ,kahrl-ah
10108,6317,yimgaing,YIHM-gang
10109,23679,simpasa ,seem-pah-sah
10110,12835,lingungan, leen-GOO-nahn
10111,17706,hyomin,Hyoh-meen
10112,10803,tulviste,TOOL-vees-teh
10113,11993,jammie,jam-ee
10114,18838,karam,KAH-ram
10115,10219,rushailo,roosh-EYE-loh
10116,15534,dominik,doh-mee-neek
10117,1237,cioroianu, chohr-oh-YAH-nooh
10118,21070,niamh ,nee-iv
10119,3193,pamuk, PAH-mook
10120,24596,uchenna,Oo-chehn-nah
10121,19127,kimemia,kee-mee-mee-ah
10122,1300,dandala, dahn-DAH-lah
10123,6084,riek,ree-EHK
10124,13518,amgalansanaa,ahm-gah-lahn-sah-nah
10125,20945,navjyot,Nuhv-jyoht
10126,2146,karayilan, kah-rah-yee-LAHN
10127,7502,arias,AH-ree-ahs
10128,11938,alka,AL-kuh
10129,12614,yong-nam,YUHNG-NAHM
10130,11354,rajpreet,raaj-preet
10131,4177,vacaroiu, vuh-kuh-ROY-oo
10132,10977,yakushkin,yah-KOOSH-kihn
10133,9424,mbarushimana,mm-bah-roo-shee-MAH-nah
10134,14717,cemal,JEH-mal
10135,3986,tadic, TAH-deech
10136,9222,limonov,lee-MAH-nawf
10137,13849,asal ,ah-sahl
10138,10021,poplasen,poh-PLAH-shehn
10139,3422,ramon, rah-MOHN
10140,9160,lagarde,lah-GAHRD
10141,23267,seohyun,Suh-hyun
10142,1786,gutierrez, goot-YEH-rehs
10143,17943,ingmar,ing-mahr
10144,12659,koumakoye,kah-mah-KOY
10145,16735,galateia,gah-lah-TEH-yah
10146,5104,slavko,SLAHV-kaw
10147,11186,harish,Ha-rish
10148,17905,imari,ee-mah-ree
10149,4583,hama,hah-MAH
10150,4035,tchiani, CHAH-NEE
10151,15003,cismaan,KIS-mahn
10152,1891,hodac, HOH-dahch
10153,14979,cian ,kee-uhn
10154,5420,butros,BOO-truhs
10155,1851,hastert, HAS-tehrt
10156,16483,fida,FEE-dah
10157,3535,rutte, RUH-tuh
10158,3293,piskinsut, pihsh-KIHN-soot
10159,12824,  maher ,MAH-her
10160,20010,ma?gorzata ,mahw-goh-zah-tah
10161,9350,manglapus,mahn-GLAH-poos
10162,9506,miletic,MEE-leh-tihch
10163,20400,mere,meh-reh
10164,12604,kye ,KYEH
10165,15658,edmundas,ed-MOON-dahs
10166,20134,marcelo,mahr-SEH-loh
10167,1662,genoino, zhehn-oh-EE-noh
10168,11774,lisa,LEE-sah
10169,2648,marinich, mah-REE-neech
10170,25484,yaoting,Yoww-Teeng
10171,14808,chemutai,cheh-moo-tah-ee
10172,21821,páidí ,paw-dee
10173,9661,mwanawasa,(m)wah-nah-WAH-sah
10174,21263,noelia,noh-eh-lee-ah
10175,4255,vukicevic, voo-KEE-cheh-vihch
10176,3225,pasqua, PAHS-KWAH
10177,2724,mehmeti, MEH-meh-tee
10178,1692,gidada, gih-DAH-dah
10179,15025,cleiton,KLEY-ton
10180,11558,adetunji,Ah-deh-toon-jee
10181,14367,bhoomi,Bhoo-mee
10182,16893,ghaida,GHAY-dah
10183,15703,efthimiou,ef-THEE-mee-oo
10184,12368,bin,bihn
10185,23790,sookja,Sook-jah
10186,19435,lassi,LAH-see
10187,11057,zhvania,ZHVAH-nee-uh
10188,8820,kadkhodaei,kad-hoh-dah-EE
10189,11807,melody,mel-uh-dee
10190,6284,ataollah,ah-tah-oh-LAH
10191,6952,volen,VOH-lehn
10192,3823,sieda, SEE-dah
10193,20102,mantzaris,MAHN-zah-rees
10194,6362,hasyim,HAHS-yihm
10195,24517,tulio,TOO-lee-oh
10196,20606,mosunmola,Moh-soon-moh-lah
10197,4577,giorgos,YAWR-yuhs
10198,6695,cyril,SIH-rehl
10199,25211,weiqiang,Way-Chee-ahng
10200,19176,kirstine,KEER-stin-eh
10201,22929,sacha,Sah-shah
10202,17865,ileana,ee-lee-ah-nah
10203,20890,nasser,NAS-ehr
10204,12994,abdurahman,ab-doo-RAH-mahn
10205,19884,maéva,mah-eh-vah
10206,1043,boskovski, BAWSH-kawv-skee
10207,21769,ottilia,OT-tee-lee-ah
10208,16019,erdenebayar,ehr-deh-neh-bah-yahr
10209,25521,yashvi,Yahsh-vee
10210,23541,shifayaan,shee-fah-yaan
10211,13873,asma,AH-smah
10212,4418,zypries, ZOO-prees
10213,16655,frew,frewh
10214,7034,zeljko,ZHAYL-koh
10215,10327,saraljic,seh-RAH-lihch
10216,6679,yeni,YEH-nee
10217,20911,nathalie,Nah-tah-lee
10218,18534,jokela,YOH-keh-lah
10219,12002,robin,rah-bin
10220,1758,gromyko, graw-MEE-kaw
10221,11739,gabriele,GAB-ree-el-ee
10222,15190,damianou,dah-mee-AH-noo
10223,11906,dominik,doh-MIN-ik
10224,2024,jarrar, jah-RAHR
10225,1482,enan, ah-NEHN
10226,17235,habibullah,Hah-bee-boohl-lah
10227,1193,chernomyrdin, churn-oh-MEHR-dihn
10228,18984,kavya,kaa-vyuh
10229,2472,lekic, LEH-keech
10230,19305,kusuma,KOO-soo-mah
10231,2702,mbabazi, (m)BAH-bah-zee
10232,24304,thanyarat,tah-nyah-RAHT
10233,4793,jorge,HOR-hay
10234,11174,gurpreet,Gur-preet
10235,5919,mauno,MAH-OW-noh
10236,12660,kraisak ,KR-EYE-sahk 
10237,19880,mäenpää,MAEN-paeae
10238,23144,sarah,Sair-ah
10239,12484,boubacar,BOO-bah-kahr
10240,25687,yousuf,Yoo-soof
10241,18676,juni,JOO-nee
10242,2324,kordic, KOHR-deech
10243,16632,francisca,Frahng-sees-kah
10244,7408,al-mabhouh,al-mahb-HOO
10245,5744,lionel,lee-oh-nehl
10246,21916,pariwat,pah-ree-waht
10247,5455,leopold,lay-oh-POHLD
10248,18280,jan ,yahn
10249,20844,nándor,naan-dor
10250,8489,gousse,GOOSS
10251,25248,wiktoria ,veek-toh-ryah
10252,4334,yilmaz, YEEL-mahz
10253,12185,mea-nirvana,MEE-ah-ner-VAH-nuh
10254,20163,mariam,mah-REE-ahm
10255,17483,heeyoung,Hee-yoong
10256,1042,bortone, boor-TOH-nee
10257,23869,suhaila,soo-HAI-lah
10258,16349,farkhunda,Far-khoon-dah
10259,2083,kadeer, kah-DEER
10260,9802,obeidi,oh-bay-EE-dee
10261,3604,saleh, SAH-leh
10262,1372,diya, DEE-yah
10263,6314,amr,AH-mrr
10264,6685,gotabhaya,goh-tahb-HAH-yah
10265,4371,zarifi, zah-ree-FEE
10266,13307,akira,ah-kee-rah
10268,7195,guenter,GOON-tahr
10269,15002,cintia,tsin-tee-ah
10270,18650,juliette,zhoo-lee-et
10271,9327,malaj,MAHL-eye
10272,24410,timofei,Tee-MOH-fay
10273,4955,jaroslav,YAH-roh-slahv
10274,6179,tadeusz,tah-DEH-oosh
10275,25190,warsame,WAR-sah-meh
10276,19940,maïlys,mah-ee-lees
10277,9490,mideksa,mee-DEHK-sah
10278,24754,uzma,UZ-mah
10279,23101,sanaya,Saa-na-ya
10280,8859,kansteiner,CAN-st-eye-nehr
10281,1822,hammoud, hah-MOOD
10282,12161,caleb,Kay-lub
10283,23007,saku,SAH-koo
10284,12539,hlaing,H-L-EYE-NG
10285,12640,panpiemras,pahn-pee-ehm-RAHT
10286,4475,saif,SAYF
10287,17878,?lker,eel-kehr
10288,6976,rajnath,RAHJ-NAHT
10289,25599,yesi,YEH-see
10290,14763,chandra,Chahn-drah
10291,19289,krzysztof ,kshish-tawf
10292,10650,svoboda,SVOH-boh-dah
10293,4294,wowereit, VOH-vehr-eye-t
10294,22183,puntland,PUNTL-and
10295,13980,aylin,ay-leen
10296,2626,mangkusubroto, mahng-koo-soo-BRAW-toh
10297,7438,alkatiri,ahl-kah-TEE-ree
10298,12356,rakeeb,RA-keeb
10299,4839,vjekoslav,v-YEHK-oh-slahv
10300,7138,patroklos,PAT-roh-klohs
10301,17521,hema,Hee-muh
10302,19771,lucienne,Loo-see-en
10303,6888,philippe,fee-LEEP
10304,11958,dhruvi,DROO-vee
10305,16051,erno,AIR-noh
10306,9100,krnojelac,kehr-noh-YEH-lawts
10307,18582,josé,zho-ZEH
10308,16062,esala,eh-sah-lah
10309,18080,isidore,Ee-see-doh-reh
10310,5421,bourhan,boor-HAHN
10311,14385,bilan,BEE-lan
10312,2352,kovtun, KAWF-TOON
10313,22103,piotr,PYOH-tr
10314,8559,hamdani,hahm-DAH-nee
10315,16423,felicie,Fay-lee-see
10316,23158,sareedo,sah-REE-doh
10317,6768,kevin,KEH-vihn
10318,6107,ghaleb,RAH-lehb
10319,14233,befikadu,beh-fee-kah-doo
10320,5279,saeb,SAH-EHB
10321,7182,grigol,GREE-GOHL
10322,1668,geranpayeh, geh-rahn-pah-YEH
10323,10896,vielman,VEEL-muhn
10324,12855,santana, sahn-TAH-nah
10325,3080,nusseibeh, ehn-SAY-bah
10326,10754,togadia,toh-GAH-dee-ah
10327,15824,eleonora,eh-leh-oh-noh-rah
10328,1422,duhalde, doo-WAHL-deh
10329,507,yukos,YOO-kohs
10330,19133,kinga,keeng-gah
10331,13728,aodhán ,ay-den
10332,16708,gabriella,gah-bryehl-lah
10333,9485,micheletti,mee-chih-LEH-tee
10334,25010,violette,Vee-oh-let
10335,5254,bassem,BAH-sehm
10336,19079,khishigt,khee-sheegt
10337,9934,patel,puh-TEHL
10338,375,robben,RAW-behn
10339,5965,dmitri,dih-MEE-tree
10340,4682,prosper,PROHS-pehr
10341,22877,rüstem,rew-stem
10342,6232,dragoljub,DRAH-goh-lyoob
10343,17151,gülnur,gool-noor
10344,20560,mohamoud,moh-HAH-mood
10345,1998,jaatteenmaki, YAH-teen-mah-kee
10346,22315,qurat,Koo-raht
10347,5119,waldemar,vahl-DEH-mahr
10348,17954,inioluwa,Ee-nee-oh-loo-wah
10349,13112,adigun,Ah-dee-goon
10350,2586,mahmoudi, mah-MOO-dee
10351,16558,fitahiana,fee-tah-hee-ah-nah
10352,24358,thiara,chee-AH-rah
10353,18639,julianna,yoo-lyahn-nah
10354,18901,kärkkäinen,KARK-kye-nen
10355,18726,kahindi,kah-heen-dee
10356,19580,leonie,Lay-oh-nee
10358,15466,dilsher,Dil-shehr
10359,16430,felix,Fay-leeks
10360,13845,asad,AH-sad
10361,16021,erdenebold,ehr-deh-neh-bohld
10362,15837,elgharib,elGHAR-eeb
10363,6547,nikos,NEE-kowhs
10364,18730,kai,kahy
10365,23439,shantea,shuhn-TEE-ah
10366,1353,diarra, dee-AIR-ah
10367,7517,arutyunian,ah-roo-toon-YEHN
10368,2663,martonyni, MAHR-tohn-yee
10369,4710,samvel,sahm-VEHL
10370,1813,halonen, HAH-loh-nehn
10371,19105,kibet,KEE-beht
10372,5024,haribou,HAH-ree-boh
10373,894,bashary, bah-shah-REE
10374,25967,zohara,Zoh-hah-rah
10375,10953,wielgus,VEEL-goos
10376,20544,mizuki,mee-zoo-kee
10377,21806,padia,pah-DEE-ah
10378,183,iraq,ih-RAHK
10379,21710,oscar,OS-kar
10380,1430,duncan, DUHN-kahn
10381,24140,tapani,TAH-pah-nee
10382,21,assab,AH-sehb
10383,15526,dobrynia,doh-BREE-nee-yah
10384,17,armenia,ahr-MAY-nyah
10385,16689,gábor,gah-bor
10386,20855,naomi,nay-OH-mee
10387,20804,naina,Nai-nuh
10388,6987,sanel,SAH-nehl
10389,21318,noureddin,noo-RED-deen
10390,20696,musonda ,moo-son-dah
10391,5288,pablo,PAHB-loh
10392,830,baghdasarian, bahg-dah-sahr-YAHN
10393,25020,virinder,Veer-in-der
10394,16589,florian,flohr-ee-ahn
10395,15542,dondog,dohn-dohg
10396,25387,xinglong,Sheeng-Lohng
10397,12090,pardamanjot,PAR-da-man-jot
10398,13324,alake,Ah-lah-keh
10399,3581,sagat, SHAH-ghaht
10400,16979,gismalla,gis-MAL-lah
10401,3764,shalit, shah-LEET
10402,13012,abhaya,AB-hayaa
10403,23273,seokjin,Suhk-jeen
10404,23107,sandra,sahn-drah
10405,16336,farid,Fah-reed
10406,15611,ea,EH-ah
10407,17950,ingrida,IN-gree-dah
10408,14612,caner,jah-neh
10409,9546,mnangagwa,muh-nahn-GAHG-wah
10410,2397,kuntjorojakti, kuhn-joor-oh-YAHK-tee
10411,15517,diya,Dee-yuh
10413,8460,gnininvi,nyee-nay-VEE
10414,25085,vwala,vwah-lah
10415,11005,yilmaz,YEEL-mahz
10416,16340,farida,FA-ree-da
10417,1854,hattam, HAT-tehm
10418,14188,bassant,BAH-sahnt
10419,709,antall, AWN-tawl
10420,14349,bharti,Bahr-tee
10421,8858,kanis,KAH-nihs
10422,11777,katrina,kuh-TREE-nah
10423,3498,ron, ROHN
10424,21531,oliwia ,aw-lee-vyah
10425,13677,anneliese,ahn-neh-lee-zeh
10426,15610,dziko,dzee-koh
10427,9020,kohona,koh-HOH-nah
10428,9478,meshoe,MEH-shoo
10429,9279,lyubicic,LYOO-bee-chihch
10430,2332,kosanov, koh-SAH-nawf
10431,22416,rajani,Ra-ja-ni
10432,16745,gamila,gah-MEE-lah
10433,11785,lillee-anna,li-lee-an-uh
10434,16390,fatoumata,fah-too-mah-tah
10435,19077,khishigdalai,khee-sheeg-dah-lahy
10436,22976,sahana,Suh-hah-nuh
10437,12983,abdulqadir,Ab-doolKah-deer
10438,17836,ikechi,Ee-keh-chee
10439,5917,palitha,pah-LEE-tah
10440,7068,noboru,NOH-BOH-roo
10441,5691,eiichi,ee-EE-chee
10442,16472,fiachra ,fee-uh-krah
10443,10705,tavakkoli,tah-vah-koh-LEE
10444,25068,vrettos,VREH-tos
10445,723,araya, ah-RAH-yah
10446,20260,mathilde,mah-teel-duh
10447,19770,lucienne,Loo-syehn
10448,6746,isaias,ee-S-EYE-ahs
10450,17602,hjalmar,HYAL-mar
10451,13278,aisy,ah-eez
10452,20030,manantsoa,mah-nahn-tsoh-ah
10453,25296,wulan,WOO-lahn
10454,4434,belaid,beh-lah-EED
10455,16410,fedorovich,FEH-doh-roh-vich
10456,24685,ummulkhayr,oom-mool-KHYR
10457,3880,sokol, SAW-kuhl
10458,22889,ryszard ,ri-shahrd
10459,7737,bigombe,bih-GOHM-bay
10460,18056,isaura,ee-sah-oo-rah
10461,9972,philippe,fih-LEEP
10462,16370,fasuyi,Fah-soo-yee
10463,12697,lida, LEE-DAH
10464,15942,emilia,eh-mee-lee-ah
10465,7380,ahmadinejad,ah-mah-dee-nee-ZHAHD
10466,7888,capriles,kah-PREE-lehs
10467,1760,grubac, GROO-bahch
10468,685,amiri, ah-mee-REE
10469,602,ahmadinejad, ah-mah-dee-nee-ZHAHD
10470,5676,shigeru,shee-GEH-roo
10471,1679,ghannouchi, gah-NOO-shee
10472,4802,mehdi,meh-DEE
10473,2443,laliotis, lahl-YOH-tees
10474,1030,bono, BOH-noh
10475,8482,gordeyev,gawr-DAY-yehf
10476,22125,prabhdeep,Prahb-deep
10477,12538,khin,KIHN
10478,21006,nefeli,neh-FEH-lee
10479,21723,osita,Oh-see-tah
10480,10011,pocinok,paw-CHEE-nawk
10481,2830,mkapa, mmm-KAH-pah
10482,8673,ibraimov,ee-brah-EYE-mawf
10483,24349,theresa,teh-reh-zah
10484,14098,balázs,bah-laahz
10485,8881,karimli,kah-REEM-lee
10486,4152,udovenko, oo-daw-VEHN-kaw
10487,8479,gonzales,gohn-SAH-lays
10488,6160,aslan,ahs-LAHN
10489,9304,magnitsky,mahg-NEET-skee
10490,16616,fotiou,foh-TEE-oo
10491,369,rambouillet,RAH-BOO-YAY
10492,16596,folake,Fo-lah-keh
10493,10599,starovoitova,stah-roh-VOY-toh-vah
10494,9592,mottaki,moh-tah-KEE
10495,25491,yaqoub,YAH-kub
10496,11943,rakshit,RAK-shit
10497,17313,hamidah,hah-mee-dah
10498,4842,uma,OO-mah
10499,23227,seda,seh-dah
10500,6896,nedim,neh-DIHM
10501,12904,aarne,AHR-neh
10502,17408,harsimrat,Hahr-sim-raht
10503,22228,qiang,Chee-ahng
10504,16751,gan-erdene,gahn-ehr-deh-neh
10505,14008,ayumi,ah-yoo-mee
10506,12176,florence,Flor-uhns
10507,13441,almir,ahl-MEER
10508,2814,mirkazemi, meer-kah-zeh-MEE
10509,15656,edina,eh-dee-nah
10510,12436,sayed,SAY-ehd
10511,21883,papagianni,pah-pah-yee-AHN-nee
10512,7028,yannis,YAH-nihss
10513,15676,eerika,EH-ree-kah
10514,11916,jade,jayd
10515,24194,tashon,tuh-SHON
10516,23054,samar,sah-MAHR
10517,5470,vecdi,VEHJ-dee
10518,9093,krekar,KRAY-kahr
10519,6266,brajesh,brah-JAYSH
10520,14384,bilan,BEE-lahn
10521,3353,pusic, POO-sihch
10522,16815,gediminas,gehd-ee-MEE-nahs
10523,7114,stevan,STEH-vahn
10524,13096,adesola,Ah-deh-soh-lah
10525,15454,dilek,dee-lehk
10526,15524,dmitriyev,dmyee-TREE-yev
10527,20851,naoise ,nee-sha
10528,3703,schwarzenberg, SH-VAHRTS-ehn-behrg
10529,16199,ezequiel,eh-seh-kyoo-ee-ehl
10530,4848,badri,BAD-ree
10531,10961,witaszczyk,vee-TAHSH-chihk
10532,22553,rayan,RAY-an
10533,6813,semdin,shehm-DEEN
10534,18813,kanchana,kan-CHAH-nah
10535,16098,esra,ES-rah
10536,18499,jiya,Jee-yuh
10538,14113,baltazar,bahl-tah-zahr
10539,5644,izzat,EYE-zaht
10540,9025,koizumi,koh-ee-zoo-mee
10541,9912,papanastasiou,pah-pah-nah-STAH-see-oo
10542,24528,tuomisto,TOH-mis-toh
10543,16056,eryang,Uhr-Yahng
10544,17460,haytham,HAY-thuhm
10545,2630,maniglia, mah-NEEG-lee-ah
10546,8154,dosanjh,doh-SAHNJ
10547,12428,kabbah,kah-BAH
10548,18330,jaskiran,Jahs-kee-rahn
10549,12922,aatos,AH-tos
10550,14924,christiane,kris-tee-ah-neh
10551,8732,izgi,EEZ-ghee
10552,451,temelin,TEH-meh-LEEN
10553,24720,usai,oo-sah-ee
10554,23645,silje,SIL-yeh
10555,1592,fridinsky, frih-DEEN-skee
10556,4193,vasile, vah-SEE-lay
10557,18079,isidora,ee-see-DOH-rah
10558,31,barczewo,bahr-CHEH-voh
10559,14711,celine,Say-leen
10560,6159,quett,KWEHT
10561,22220,qarni,KAHR-nee
10563,12939,abdel-gawad,ahb-DELgah-WAHD
10564,24992,vilhelmiina,vil-HEL-mee-nah
10565,18455,jigjidmaa,jeeg-jeed-mah
10566,20860,narayan,Na-ra-yan
10567,25111,wafaa,wah-FAH
10568,10123,ranariddh,RAHN-ah-riht
10569,2200,kertes, K-AIR-tehs
10570,19902,mahaut,Mah-oh
10571,5819,galina,gah-LEE-nah
10572,25331,xavi,zah-vee
10573,16733,galanopoulos,gah-lah-noh-POO-lohs
